arterycode,direction,sideofint,centreline_id,match_on_case,was_match_on_case
9793,Southbound,N,7130464,10,10
9793,Northbound,S,7130493,10,10
9793,Southbound,S,7130493,10,10
9793,Eastbound,W,1137637,10,10
9793,Westbound,W,1137637,10,10
11122,Northbound,N,6341041,10,10
11122,Northbound,S,30030180,10,10
11324,Eastbound,E,7553950,10,10
11324,Westbound,E,7553950,10,10
11324,Northbound,N,14025058,10,10
11324,Southbound,N,14025058,10,10
11324,Northbound,S,8491846,10,10
11324,Southbound,S,8491846,10,10
11324,Eastbound,W,14025230,10,10
11324,Westbound,W,14025230,10,10
11826,Eastbound,E,437260,10,10
11826,Westbound,E,437260,10,10
11826,Northbound,N,437237,10,10
11826,Southbound,N,437237,10,10
11826,Northbound,S,437330,10,10
11826,Southbound,S,437330,10,10
11826,Eastbound,W,437238,10,10
11826,Westbound,W,437238,10,10
11897,Northbound,N,1140112,10,10
11897,Southbound,N,1140112,10,10
11897,Southbound,S,1140655,10,10
11897,Eastbound,W,2923714,10,10
11897,Westbound,W,2923714,10,10
12028,Eastbound,E,1335,10,10
12028,Westbound,E,1335,10,10
12028,Northbound,N,1325,10,10
12028,Southbound,N,1325,10,10
12028,Northbound,S,20081426,10,10
12028,Southbound,S,20081426,10,10
12028,Eastbound,W,1345,10,10
12028,Westbound,W,1345,10,10
12115,Eastbound,E,1141758,10,10
12115,Westbound,E,1141758,10,10
12115,Northbound,N,14021124,10,10
12115,Southbound,N,14021124,10,10
12115,Northbound,S,1141900,10,10
12115,Southbound,S,1141900,10,10
12115,Eastbound,W,14037715,10,10
12115,Westbound,W,14037715,10,10
12119,Eastbound,E,14021154,10,10
12119,Westbound,E,14021154,10,10
12119,Northbound,N,1141672,10,10
12119,Southbound,N,1141672,10,10
12119,Northbound,S,7950454,10,10
12119,Southbound,S,7950454,10,10
12119,Eastbound,W,14021106,10,10
12119,Westbound,W,14021106,10,10
12189,Eastbound,E,1140924,10,10
12189,Westbound,E,1140924,10,10
12189,Northbound,N,1140925,10,10
12189,Southbound,N,1140925,10,10
12189,Eastbound,W,1140983,10,10
12189,Westbound,W,1140983,10,10
12429,Eastbound,E,308,10,10
12429,Westbound,E,308,10,10
12429,Northbound,N,307,10,10
12429,Southbound,N,307,10,10
12429,Northbound,S,343,10,10
12429,Southbound,S,343,10,10
12429,Eastbound,W,343,10,10
12429,Westbound,W,343,10,10
15148,Eastbound,E,8260485,10,10
15148,Westbound,E,8260485,10,10
15148,Northbound,N,1143731,10,10
15148,Southbound,N,1143731,10,10
15148,Northbound,S,9135320,10,10
15148,Southbound,S,9135320,10,10
15148,Eastbound,W,14013971,10,10
15148,Westbound,W,14013971,10,10
21008,Eastbound,E,1141537,10,10
21008,Westbound,E,1141537,10,10
21008,Northbound,N,7950472,10,10
21008,Southbound,N,7950472,10,10
21008,Northbound,S,1141672,10,10
21008,Southbound,S,1141672,10,10
21008,Eastbound,W,2981086,10,10
21008,Westbound,W,2981086,10,10
24079,Eastbound,E,8837556,10,10
24079,Westbound,E,8837556,10,10
24079,Northbound,N,11129868,10,10
24079,Southbound,N,11129868,10,10
24079,Northbound,S,14067447,10,10
24079,Southbound,S,14067447,10,10
24079,Eastbound,W,8243,10,10
24079,Westbound,W,8243,10,10
24187,Eastbound,E,12387603,10,10
24187,Westbound,E,12387603,10,10
24187,Northbound,N,907361,10,10
24187,Southbound,N,907361,10,10
24187,Northbound,S,20232408,10,10
24187,Southbound,S,20232408,10,10
24187,Eastbound,W,20232381,10,10
24187,Westbound,W,20232381,10,10
25913,Northbound,N,8407197,10,10
25913,Southbound,N,8407197,10,10
25913,Eastbound,W,908520,10,10
25913,Westbound,W,908520,10,10
26224,Eastbound,E,3369758,10,10
26224,Westbound,E,3369758,10,10
26224,Northbound,N,6973860,10,10
26224,Southbound,N,6973860,10,10
26224,Northbound,S,9392788,10,10
26224,Southbound,S,9392788,10,10
26360,Eastbound,E,791,10,10
26360,Westbound,E,791,10,10
26360,Northbound,N,13991148,10,10
26360,Southbound,N,13991148,10,10
26360,Northbound,S,804,10,10
26360,Southbound,S,804,10,10
26360,Eastbound,W,8680749,10,10
26360,Westbound,W,8680749,10,10
28039,Eastbound,E,441245,10,10
28039,Westbound,E,441245,10,10
28039,Northbound,N,441195,10,10
28039,Southbound,N,441195,10,10
28039,Northbound,S,441437,10,10
28039,Southbound,S,441437,10,10
28039,Eastbound,W,441196,10,10
28039,Westbound,W,441196,10,10
28280,Eastbound,E,1116,10,10
28280,Westbound,E,1116,10,10
28280,Northbound,N,1117,10,10
28280,Southbound,N,1117,10,10
28280,Northbound,S,1191,10,10
28280,Southbound,S,1191,10,10
28280,Eastbound,W,7523481,10,10
28280,Westbound,W,7523481,10,10
28953,Eastbound,E,1139388,10,10
28953,Westbound,E,1139388,10,10
28953,Northbound,N,14015981,10,10
28953,Southbound,N,14015981,10,10
28953,Northbound,S,10494084,10,10
28953,Southbound,S,10494084,10,10
28953,Eastbound,W,10516533,10,10
28953,Westbound,W,10516533,10,10
28968,Eastbound,E,103346,10,10
28968,Westbound,E,103346,10,10
28968,Southbound,N,103347,10,10
28968,Northbound,S,30002425,10,10
28968,Southbound,S,30002425,10,10
28968,Eastbound,W,30002427,10,10
28968,Westbound,W,30002427,10,10
29515,Eastbound,E,14662276,10,10
29515,Westbound,E,14662276,10,10
29515,Northbound,S,30008122,10,10
29515,Southbound,S,30008122,10,10
29515,Eastbound,W,1147347,10,10
29515,Westbound,W,1147347,10,10
29525,Eastbound,E,14254066,10,10
29525,Southbound,S,30010586,10,10
29525,Eastbound,W,14254065,10,10
29853,Eastbound,E,9909732,10,10
29853,Westbound,E,9909732,10,10
29853,Northbound,S,7754192,10,10
29853,Southbound,S,7754192,10,10
29853,Eastbound,W,1142386,10,10
29853,Westbound,W,1142386,10,10
30142,Eastbound,E,11034953,10,10
30142,Westbound,E,11034953,10,10
30142,Northbound,N,1140734,10,10
30142,Southbound,N,1140734,10,10
30142,Northbound,S,1140858,10,10
30142,Southbound,S,1140858,10,10
30142,Eastbound,W,30089765,10,10
30142,Westbound,W,30089765,10,10
31076,Eastbound,E,364,10,10
31076,Westbound,E,364,10,10
31076,Northbound,N,335,10,10
31076,Southbound,N,335,10,10
31076,Northbound,S,384,10,10
31076,Southbound,S,384,10,10
31081,Eastbound,E,30062735,10,10
31081,Westbound,E,30062735,10,10
31081,Northbound,S,1138891,10,10
31081,Southbound,S,1138891,10,10
31081,Eastbound,W,1138853,10,10
31081,Westbound,W,1138853,10,10
31119,Eastbound,E,20232386,10,10
31119,Westbound,E,20232386,10,10
31119,Northbound,N,907407,10,10
31119,Southbound,N,907407,10,10
31119,Northbound,S,20232413,10,10
31119,Southbound,S,20232413,10,10
31119,Eastbound,W,12387603,10,10
31119,Westbound,W,12387603,10,10
31502,Eastbound,E,6453793,10,10
31502,Westbound,E,6453793,10,10
31502,Northbound,N,1151,10,10
31502,Southbound,N,1151,10,10
31502,Northbound,S,1249,10,10
31502,Southbound,S,1249,10,10
31502,Eastbound,W,1192,10,10
31502,Westbound,W,1192,10,10
31530,Eastbound,E,20040174,10,10
31530,Westbound,E,20040174,10,10
31530,Northbound,N,20062075,10,10
31530,Southbound,N,20062075,10,10
31530,Northbound,S,10340176,10,10
31530,Southbound,S,10340176,10,10
31530,Eastbound,W,30080481,10,10
31530,Westbound,W,30080481,10,10
31899,Eastbound,E,30040112,10,10
31899,Westbound,E,30040112,10,10
31899,Northbound,N,7963589,10,10
31899,Southbound,N,7963589,10,10
31899,Northbound,S,7963578,10,10
31899,Southbound,S,7963578,10,10
31899,Eastbound,W,1139760,10,10
31899,Westbound,W,1139760,10,10
32585,Northbound,N,914520,10,10
32585,Southbound,N,914520,10,10
32585,Northbound,S,914570,10,10
32585,Southbound,S,914570,10,10
32861,Eastbound,E,440668,10,10
32861,Westbound,E,440668,10,10
32861,Northbound,S,440703,10,10
32861,Southbound,S,440703,10,10
32861,Eastbound,W,30004707,10,10
32861,Westbound,W,30004707,10,10
33554,Eastbound,E,8947513,10,10
33554,Westbound,E,8947513,10,10
33554,Northbound,N,1138579,10,10
33554,Southbound,N,1138579,10,10
33554,Northbound,S,7324285,10,10
33554,Southbound,S,7324285,10,10
33755,Eastbound,E,14067926,10,10
33755,Westbound,E,14067926,10,10
33755,Northbound,N,20042497,10,10
33755,Southbound,N,20042497,10,10
33755,Northbound,S,8145,10,10
33755,Southbound,S,8145,10,10
33755,Eastbound,W,14068267,10,10
33755,Westbound,W,14068267,10,10
34793,Northbound,S,30090495,10,10
34793,Southbound,S,30090495,10,10
35068,Westbound,E,440858,10,10
35068,Northbound,N,3306871,10,10
35068,Eastbound,W,440930,10,10
35068,Westbound,W,440932,10,10
35962,Eastbound,E,209,10,10
35962,Westbound,E,209,10,10
35962,Northbound,N,210,10,10
35962,Southbound,N,210,10,10
35962,Northbound,S,237,10,10
35962,Southbound,S,237,10,10
35962,Eastbound,W,212,10,10
35962,Westbound,W,212,10,10
36205,Eastbound,E,106715,10,10
36205,Westbound,E,106715,10,10
36205,Northbound,N,106682,10,10
36205,Southbound,N,106682,10,10
36205,Northbound,S,2216265,10,10
36205,Southbound,S,2216265,10,10
36205,Eastbound,W,106683,10,10
36205,Westbound,W,106683,10,10
36482,Eastbound,E,1138928,10,10
36482,Westbound,E,1138928,10,10
36482,Northbound,N,1138898,10,10
36482,Southbound,N,1138898,10,10
36482,Northbound,S,1138941,10,10
36482,Southbound,S,1138941,10,10
36482,Eastbound,W,1138898,10,10
36482,Westbound,W,1138898,10,10
36908,Eastbound,E,30074730,10,10
36908,Westbound,E,30074730,10,10
38016,Eastbound,E,107158,10,10
38016,Northbound,N,3633142,10,10
38016,Southbound,N,3633142,10,10
38016,Northbound,S,107172,10,10
38016,Southbound,S,107172,10,10
455,Southbound,N,906898,10,12
28506,Eastbound,W,906898,10,12
24126,Northbound,S,30029306,10,12
3823,Northbound,S,30037208,10,12
34316,Eastbound,W,30012958,10,12
34317,Westbound,E,30012958,10,12
34009,Westbound,E,30073636,10,12
34008,Eastbound,W,30073636,10,12
29970,Westbound,W,104477,10,12
1980,Westbound,E,20140757,10,12
25357,Northbound,N,20041330,10,12
25360,Southbound,N,20041330,10,12
3285,Eastbound,W,30011544,10,12
33160,Southbound,N,14307786,10,12
33159,Northbound,N,14307786,10,12
28922,Eastbound,W,30085272,10,12
28921,Westbound,E,30085273,10,12
22250,Northbound,S,10487714,10,12
22251,Southbound,N,10487714,10,12
3504,Southbound,N,14304138,10,2
31473,Southbound,N,30004696,10,2
23107,Eastbound,W,112765,10,2
36363,Southbound,S,436109,10,2
24887,Westbound,W,30060510,10,2
24886,Eastbound,W,30060510,10,2
3526,Northbound,S,108379,10,2
28179,Southbound,N,30013783,10,2
28180,Northbound,N,30013783,10,2
29639,Northbound,N,30011526,10,2
23318,Southbound,N,30011526,10,2
34510,Southbound,N,20364355,10,2
30237,Northbound,S,20111019,10,2
20519,Westbound,W,30005881,10,2
1686,Northbound,S,105462,10,3
3351,Southbound,N,7514990,10,3
29614,Southbound,N,2597802,10,3
32485,Southbound,N,30075834,10,3
20608,Northbound,S,7074349,10,4
20609,Southbound,N,7074349,10,4
37224,Southbound,N,111323,10,4
37225,Northbound,S,111323,10,4
33844,Eastbound,W,7731208,10,5
37388,Northbound,S,14049254,10,5
37390,Southbound,N,14049254,10,5
1179,Eastbound,E,911992,10,1
3765,Northbound,S,14063952,10,1
3766,Southbound,S,14063952,10,1
11442,Westbound,E,1138205,10,1
11443,Eastbound,W,1138205,10,1
14019,Southbound,S,7737,10,1
14020,Northbound,S,7737,10,1
21253,Northbound,S,20045555,10,1
21254,Southbound,N,20045555,10,1
21331,Westbound,E,30062306,10,1
21332,Eastbound,E,30062306,10,1
21558,Northbound,S,439974,10,1
21560,Southbound,S,439974,10,1
21586,Eastbound,E,438456,10,1
21589,Westbound,E,438456,10,1
21814,Northbound,N,437613,10,1
24852,Eastbound,W,841,10,1
25465,Southbound,S,30089908,10,1
25468,Northbound,S,30089908,10,1
25778,Westbound,E,914665,10,1
25816,Eastbound,E,914678,10,1
26062,Southbound,N,7796027,10,1
26314,Eastbound,E,439745,10,1
26390,Southbound,N,12491314,10,1
26392,Northbound,N,12491314,10,1
27069,Northbound,N,442586,10,1
27509,Northbound,S,3111364,10,1
27759,Eastbound,W,1143000,10,1
28850,Northbound,N,30062226,10,1
28851,Southbound,N,30062226,10,1
29297,Northbound,N,30085820,10,1
29301,Southbound,N,30085820,10,1
29543,Northbound,N,20034586,10,1
29821,Westbound,E,107652,10,1
30363,Northbound,N,112417,10,1
30557,Southbound,N,30076006,10,1
30726,Southbound,N,6257558,10,1
30727,Northbound,N,6257558,10,1
30925,Northbound,N,108418,10,1
30938,Westbound,E,246,10,1
32627,Eastbound,W,14247636,10,1
32628,Westbound,E,14247637,10,1
32978,Southbound,N,20089994,10,1
33692,Southbound,N,30068848,10,1
33693,Northbound,N,30068848,10,1
34114,Northbound,S,913646,10,1
34739,Eastbound,W,910481,10,1
34740,Westbound,E,910481,10,1
35247,Eastbound,W,30073171,10,1
35249,Westbound,E,30073171,10,1
35721,Westbound,E,9066262,10,1
37542,Eastbound,W,30058055,10,1
37543,Westbound,E,30058054,10,1
1271,Southbound,N,0,11,1
2246,Southbound,N,0,11,1
20641,Westbound,E,0,11,1
20650,Eastbound,W,0,11,1
20669,Eastbound,E,0,11,1
21544,Westbound,E,0,11,1
21546,Eastbound,E,0,11,1
29183,Southbound,N,0,11,1
29775,Eastbound,W,0,11,1
29776,Westbound,W,0,11,1
30561,Southbound,N,0,11,1
31653,Northbound,S,0,11,1
31654,Southbound,S,0,11,1
34017,Northbound,S,0,11,1
34566,Eastbound,W,0,11,1
34567,Westbound,E,0,11,1
34768,Westbound,E,0,11,1
24416,Eastbound,W,540,10,10
29919,Westbound,W,30006220,10,10
29920,Eastbound,E,30006220,10,10
31959,Northbound,S,30071767,10,10
31960,Southbound,N,30071767,10,10
30659,Eastbound,W,30067949,10,10
20397,Northbound,S,30066162,10,10
20401,Southbound,S,30066162,10,10
16509,Eastbound,W,0,11,11
16510,Westbound,W,0,11,11
27171,Westbound,E,30028880,10,10
27172,Eastbound,W,30028880,10,10
27357,Southbound,N,30038153,10,10
23140,Southbound,N,30075831,10,10
